SpeciesID,Class,Order,Family,Genus,Species,Scientific names,WMostLong,EMostLong
Fis-29686,Actinopteri,Atheriniformes,Atherinidae,Atherina,hepsetus,Atherina hepsetus,-20,45
Fis-29684,Actinopteri,Atheriniformes,Atherinidae,Atherina,boyeri,Atherina boyeri,-18,42
Fis-118376,Actinopteri,Atheriniformes,Atherinopsidae,Atherinella,brasiliensis,Atherinella brasiliensis,-77,-34
Fis-26885,Actinopteri,Atheriniformes,Atherinopsidae,Odontesthes,regia,Odontesthes regia,-85,-70
Fis-132976,Actinopteri,Atheriniformes,Atherinopsidae,Odontesthes,argentinensis,Odontesthes argentinensis,-63,-44
Fis-29687,Actinopteri,Atheriniformes,Atherinopsidae,Atherinopsis,californiensis,Atherinopsis californiensis,-129,-110
Fis-24450,Actinopteri,Atheriniformes,Atherinopsidae,Atherinops,affinis,Atherinops affinis,-129,-107
Fis-24769,Actinopteri,Atheriniformes,Atherinopsidae,Membras,martinica,Membras martinica,-96,-71
Fis-24770,Actinopteri,Atheriniformes,Atherinopsidae,Menidia,beryllina,Menidia beryllina,-98,-70
Fis-24738,Actinopteri,Atheriniformes,Atherinopsidae,Leuresthes,tenuis,Leuresthes tenuis,-123,-111
Fis-22904,Actinopteri,Atheriniformes,Atherinopsidae,Menidia,menidia,Menidia menidia,-82,-52
Fis-28904,Actinopteri,Atheriniformes,Atherinopsidae,Atherinella,nepenthe,Atherinella nepenthe,117,75
Fis-35570,Actinopteri,Aulopiformes,Aulopidae,Aulopus,bajacali,Aulopus bajacali,NA,NA
Fis-23388,Actinopteri,Aulopiformes,Aulopidae,Aulopus,filamentosus,Aulopus filamentosus,-98,36
Fis-29704,Actinopteri,Perciformes,Aulorhynchidae,Aulorhynchus,flavidus,Aulorhynchus flavidus,-136,-93
Fis-53544,Actinopteri,Tetraodontiformes,Balistidae,Abalistes,stellaris,Abalistes stellaris,21,-178
Fis-31154,Actinopteri,Tetraodontiformes,Balistidae,Balistes,punctatus,Balistes punctatus,-26,14
Fis-32183,Actinopteri,Perciformes,Bathydraconidae,Bathydraco,macrolepis,Bathydraco macrolepis,NA,NA
Fis-26397,Actinopteri,Perciformes,Bathydraconidae,Akarotaxis,nudiceps,Akarotaxis nudiceps,NA,NA
Fis-32184,Actinopteri,Perciformes,Bathydraconidae,Bathydraco,marri,Bathydraco marri,NA,NA
Fis-26399,Actinopteri,Perciformes,Bathydraconidae,Vomeridens,infuscipinnis,Vomeridens infuscipinnis,NA,NA
Fis-32187,Actinopteri,Perciformes,Bathydraconidae,Gerlachea,australis,Gerlachea australis,NA,NA
Fis-32192,Actinopteri,Perciformes,Bathydraconidae,Racovitzia,glacialis,Racovitzia glacialis,NA,NA
Fis-32182,Actinopteri,Perciformes,Bathydraconidae,Bathydraco,joannae,Bathydraco joannae,NA,NA
Fis-32181,Actinopteri,Perciformes,Bathydraconidae,Bathydraco,antarcticus,Bathydraco antarcticus,NA,NA
Fis-32186,Actinopteri,Perciformes,Bathydraconidae,Cygnodraco,mawsoni,Cygnodraco mawsoni,NA,NA
Fis-32188,Actinopteri,Perciformes,Bathydraconidae,Gymnodraco,acuticeps,Gymnodraco acuticeps,NA,NA
Fis-32190,Actinopteri,Perciformes,Bathydraconidae,Prionodraco,evansii,Prionodraco evansii,NA,NA
Fis-26398,Actinopteri,Perciformes,Bathydraconidae,Parachaenichthys,charcoti,Parachaenichthys charcoti,NA,NA
Fis-32189,Actinopteri,Perciformes,Bathydraconidae,Parachaenichthys,georgianus,Parachaenichthys georgianus,NA,NA
Fis-32191,Actinopteri,Perciformes,Bathydraconidae,Psilodraco,breviceps,Psilodraco breviceps,NA,NA
Fis-32098,Actinopteri,Osmeriformes,Bathylagidae,Bathylagus,antarcticus,Bathylagus antarcticus,NA,NA
Fis-32099,Actinopteri,Osmeriformes,Bathylagidae,Bathylagus,gracilis,Bathylagus gracilis,NA,NA
Fis-32100,Actinopteri,Osmeriformes,Bathylagidae,Bathylagus,tenuis,Bathylagus tenuis,NA,NA
Fis-139729,Actinopteri,Osmeriformes,Bathylagidae,Melanolagus,bericoides,Melanolagus bericoides,-180,180
Fis-139718,Actinopteri,Osmeriformes,Bathylagidae,Bathylagichthys,greyae,Bathylagichthys greyae,NA,NA
Fis-147731,Actinopteri,Osmeriformes,Bathylagidae,Lipolagus,ochotensis,Lipolagus ochotensis,135,-114
Fis-164162,Actinopteri,Osmeriformes,Bathylagidae,Bathylagoides,nigrigenys,Bathylagoides nigrigenys,NA,NA
Fis-139727,Actinopteri,Osmeriformes,Bathylagidae,Dolicholagus,longirostris,Dolicholagus longirostris,NA,NA
Fis-148361,Actinopteri,Osmeriformes,Bathylagidae,Bathylagoides,argyrogaster,Bathylagoides argyrogaster,NA,NA
Fis-164166,Actinopteri,Osmeriformes,Bathylagidae,Bathylagoides,wesethi,Bathylagoides wesethi,-126,-109
Fis-52282,Actinopteri,Osmeriformes,Bathylagidae,Bathylagus,pacificus,Bathylagus pacificus,140,-114
Fis-33413,Actinopteri,Osmeriformes,Bathylagidae,Leuroglossus,schmidti,Leuroglossus schmidti,NA,NA
Fis-29726,Actinopteri,Perciformes,Bathymasteridae,Bathymaster,caeruleofasciatus,Bathymaster caeruleofasciatus,-156,-128
Fis-34863,Actinopteri,Aulopiformes,Bathysauridae,Bathysaurus,ferox,Bathysaurus ferox,-180,180
Fis-34865,Actinopteri,Aulopiformes,Bathysauridae,Bathysaurus,mollis,Bathysaurus mollis,-180,180
Fis-28689,Actinopteri,Batrachoidiformes,Batrachoididae,Porichthys,porosissimus,Porichthys porosissimus,-98,-34
Fis-56215,Actinopteri,Batrachoidiformes,Batrachoididae,Batrachomoeus,dubius,Batrachomoeus dubius,NA,NA
Fis-34135,Actinopteri,Batrachoidiformes,Batrachoididae,Batrachomoeus,occidentalis,Batrachomoeus occidentalis,NA,NA
Fis-25385,Actinopteri,Batrachoidiformes,Batrachoididae,Perulibatrachus,elminensis,Perulibatrachus elminensis,NA,NA
Fis-25386,Actinopteri,Batrachoidiformes,Batrachoididae,Batrachoides,liberiensis,Batrachoides liberiensis,NA,NA
Fis-23038,Actinopteri,Batrachoidiformes,Batrachoididae,Batrachoides,surinamensis,Batrachoides surinamensis,-87,-34
Fis-30513,Actinopteri,Batrachoidiformes,Batrachoididae,Porichthys,myriaster,Porichthys myriaster,-123,-83
Fis-30515,Actinopteri,Batrachoidiformes,Batrachoididae,Porichthys,plectrodon,Porichthys plectrodon,-98,-34
Fis-28914,Actinopteri,Batrachoidiformes,Batrachoididae,Daector,dowi,Daector dowi,NA,NA
Fis-25622,Actinopteri,Batrachoidiformes,Batrachoididae,Halobatrachus,didactylus,Halobatrachus didactylus,-18,17
Fis-140587,Actinopteri,Batrachoidiformes,Batrachoididae,Daector,schmitti,Daector schmitti,NA,NA
Fis-35577,Actinopteri,Batrachoidiformes,Batrachoididae,Porichthys,greenei,Porichthys greenei,NA,NA
Fis-35576,Actinopteri,Batrachoidiformes,Batrachoididae,Porichthys,ephippiatus,Porichthys ephippiatus,NA,NA
Fis-24839,Actinopteri,Batrachoidiformes,Batrachoididae,Opsanus,beta,Opsanus beta,-98,-74
Fis-35575,Actinopteri,Batrachoidiformes,Batrachoididae,Porichthys,analis,Porichthys analis,NA,NA
Fis-35578,Actinopteri,Batrachoidiformes,Batrachoididae,Porichthys,mimeticus,Porichthys mimeticus,NA,NA
Fis-30514,Actinopteri,Batrachoidiformes,Batrachoididae,Porichthys,notatus,Porichthys notatus,-136,-112
Fis-27259,Actinopteri,Beloniformes,Belonidae,Strongylura,senegalensis,Strongylura senegalensis,NA,NA
Fis-25008,Actinopteri,Beloniformes,Belonidae,Strongylura,exilis,Strongylura exilis,-118,-11
Fis-127725,Actinopteri,Beloniformes,Belonidae,Tylosurus,pacificus,Tylosurus pacificus,NA,NA
Fis-118742,Actinopteri,Beloniformes,Belonidae,Tylosurus,fodiator,Tylosurus fodiator,NA,NA
Fis-22717,Actinopteri,Beloniformes,Belonidae,Belone,belone,Belone belone,-32,42
Fis-29732,Actinopteri,Beryciformes,Berycidae,Beryx,splendens,Beryx splendens,-180,180
Fis-29070,Actinopteri,Beryciformes,Berycidae,Centroberyx,affinis,Centroberyx affinis,NA,NA
Fis-29731,Actinopteri,Beryciformes,Berycidae,Beryx,decadactylus,Beryx decadactylus,-180,180
Fis-29071,Actinopteri,Beryciformes,Berycidae,Centroberyx,gerrardi,Centroberyx gerrardi,NA,NA
Fis-22135,Actinopteri,Blenniiformes,Blenniidae,Blenniella,bilitonensis,Blenniella bilitonensis,NA,NA
Fis-50553,Actinopteri,Blenniiformes,Blenniidae,Parablennius,pilicornis,Parablennius pilicornis,NA,NA
Fis-130767,Actinopteri,Blenniiformes,Blenniidae,Alticus,saliens,Alticus saliens,32,-152
Fis-30950,Actinopteri,Blenniiformes,Blenniidae,Cirripectes,jenningsi,Cirripectes jenningsi,NA,NA
Fis-31639,Actinopteri,Blenniiformes,Blenniidae,Xiphasia,matsubarai,Xiphasia matsubarai,18,-169
Fis-30953,Actinopteri,Blenniiformes,Blenniidae,Cirripectes,randalli,Cirripectes randalli,NA,NA
Fis-62262,Actinopteri,Blenniiformes,Blenniidae,Ecsenius,fourmanoiri,Ecsenius fourmanoiri,163.5,-173
Fis-49130,Actinopteri,Blenniiformes,Blenniidae,Parablennius,parvicornis,Parablennius parvicornis,-32,13
Fis-49074,Actinopteri,Blenniiformes,Blenniidae,Lipophrys,trigloides,Lipophrys trigloides,-19,36
Fis-58117,Actinopteri,Blenniiformes,Blenniidae,Istiblennius,unicolor,Istiblennius unicolor,33,44
Fis-117893,Actinopteri,Blenniiformes,Blenniidae,Salaria,pavo,Salaria pavo,-18,42
Fis-26624,Actinopteri,Blenniiformes,Blenniidae,Coryphoblennius,galerita,Coryphoblennius galerita,-19,42
Fis-24491,Actinopteri,Blenniiformes,Blenniidae,Chasmodes,bosquianus,Chasmodes bosquianus,-80,-73
Fis-139731,Actinopteri,Blenniiformes,Blenniidae,Salaria,basilisca,Salaria basilisca,-6,28
Fis-59174,Actinopteri,Blenniiformes,Blenniidae,Aidablennius,sphynx,Aidablennius sphynx,-18,42
Fis-167765,Actinopteri,Blenniiformes,Blenniidae,Microlipophrys,canevae,Microlipophrys canevae,-15,36
Fis-25998,Actinopteri,Blenniiformes,Blenniidae,Petroscirtes,thepassii,Petroscirtes thepassii,NA,NA
Fis-165433,Actinopteri,Blenniiformes,Blenniidae,Microlipophrys,nigriceps,Microlipophrys nigriceps,-6,36
Fis-31637,Actinopteri,Blenniiformes,Blenniidae,Petroscirtes,variabilis,Petroscirtes variabilis,NA,NA
Fis-61194,Actinopteri,Blenniiformes,Blenniidae,Scartichthys,variolatus,Scartichthys variolatus,-83,-76
Fis-28202,Actinopteri,Blenniiformes,Blenniidae,Meiacanthus,anema,Meiacanthus anema,NA,NA
Fis-24694,Actinopteri,Blenniiformes,Blenniidae,Hypsoblennius,gentilis,Hypsoblennius gentilis,NA,NA
Fis-49127,Actinopteri,Blenniiformes,Blenniidae,Parablennius,incognitus,Parablennius incognitus,-19,42
Fis-22731,Actinopteri,Blenniiformes,Blenniidae,Parablennius,gattorugine,Parablennius gattorugine,-11,35
Fis-23708,Actinopteri,Blenniiformes,Blenniidae,Parablennius,sanguinolentus,Parablennius sanguinolentus,-18,42
Fis-35176,Actinopteri,Blenniiformes,Blenniidae,Hypsoblennius,invemar,Hypsoblennius invemar,NA,NA
Fis-23709,Actinopteri,Blenniiformes,Blenniidae,Parablennius,tentacularis,Parablennius tentacularis,-19,42
Fis-112810,Actinopteri,Blenniiformes,Blenniidae,Parablennius,rouxi,Parablennius rouxi,-11,36
Fis-59731,Actinopteri,Blenniiformes,Blenniidae,Parablennius,zvonimiri,Parablennius zvonimiri,-6,42
Fis-27330,Actinopteri,Blenniiformes,Blenniidae,Lipophrys,pholis,Lipophrys pholis,-32,11
Fis-29304,Actinopteri,Blenniiformes,Blenniidae,Blennius,ocellaris,Blennius ocellaris,-18,42
Fis-29799,Actinopteri,Blenniiformes,Blenniidae,Chasmodes,saburrae,Chasmodes saburrae,NA,NA
Fis-24688,Actinopteri,Blenniiformes,Blenniidae,Hypleurochilus,geminatus,Hypleurochilus geminatus,NA,NA
Fis-62566,Actinopteri,Blenniiformes,Blenniidae,Salaria,fluviatilis,Salaria fluviatilis,-7,37
Fis-166722,Actinopteri,Blenniiformes,Blenniidae,Microlipophrys,adriaticus,Microlipophrys adriaticus,12,42
Fis-28917,Actinopteri,Blenniiformes,Blenniidae,Scartichthys,gigas,Scartichthys gigas,NA,NA
Fis-24695,Actinopteri,Blenniiformes,Blenniidae,Hypsoblennius,gilberti,Hypsoblennius gilberti,NA,NA
Fis-31180,Actinopteri,Pleuronectiformes,Bothidae,Monolene,microstoma,Monolene microstoma,NA,NA
Fis-27192,Actinopteri,Pleuronectiformes,Bothidae,Monolene,mertensi,Monolene mertensi,NA,NA
Fis-29795,Actinopteri,Pleuronectiformes,Bothidae,Chascanopsetta,lugubris,Chascanopsetta lugubris,-90,168
Fis-30846,Actinopteri,Pleuronectiformes,Bothidae,Monolene,sessilicauda,Monolene sessilicauda,-94,-34
Fis-35583,Actinopteri,Pleuronectiformes,Bothidae,Monolene,maculipinna,Monolene maculipinna,NA,NA
Fis-33014,Actinopteri,Pleuronectiformes,Bothidae,Arnoglossus,capensis,Arnoglossus capensis,NA,NA
Fis-30775,Actinopteri,Pleuronectiformes,Bothidae,Bothus,robinsi,Bothus robinsi,-85,-34
Fis-23398,Actinopteri,Pleuronectiformes,Bothidae,Bothus,myriaster,Bothus myriaster,35,160
Fis-25032,Actinopteri,Pleuronectiformes,Bothidae,Trichopsetta,ventralis,Trichopsetta ventralis,-98,-34
Fis-22713,Actinopteri,Pleuronectiformes,Bothidae,Arnoglossus,imperialis,Arnoglossus imperialis,-19,16
Fis-28995,Actinopteri,Pleuronectiformes,Bothidae,Arnoglossus,aspilos,Arnoglossus aspilos,95,134
Fis-28100,Actinopteri,Pleuronectiformes,Bothidae,Grammatobothus,pennatus,Grammatobothus pennatus,129,168
Fis-32402,Actinopteri,Pleuronectiformes,Bothidae,Trichopsetta,caribbaea,Trichopsetta caribbaea,-94,-28
Fis-22714,Actinopteri,Pleuronectiformes,Bothidae,Arnoglossus,laterna,Arnoglossus laterna,-18,34
Fis-35580,Actinopteri,Pleuronectiformes,Bothidae,Engyophrys,sanctilaurentii,Engyophrys sanctilaurentii,-115,-75
Fis-22851,Actinopteri,Pleuronectiformes,Bothidae,Bothus,podas,Bothus podas,-26,36
Fis-27848,Actinopteri,Pleuronectiformes,Bothidae,Arnoglossus,debilis,Arnoglossus debilis,115,-153
Fis-33015,Actinopteri,Pleuronectiformes,Bothidae,Bothus,guibei,Bothus guibei,NA,NA
Fis-28918,Actinopteri,Pleuronectiformes,Bothidae,Bothus,leopardinus,Bothus leopardinus,-115,-78
Fis-29297,Actinopteri,Pleuronectiformes,Bothidae,Arnoglossus,thori,Arnoglossus thori,-26,42
Fis-28919,Actinopteri,Pleuronectiformes,Bothidae,Perissias,taeniopterus,Perissias taeniopterus,NA,NA
Fis-167613,Actinopteri,Pleuronectiformes,Bothidae,Monolene,asaedae,Monolene asaedae,NA,NA
Fis-35582,Actinopteri,Pleuronectiformes,Bothidae,Monolene,dubiosa,Monolene dubiosa,NA,NA
Fis-136960,Actinopteri,Pleuronectiformes,Bothidae,Arnoglossus,rueppelii,Arnoglossus rueppelii,-20,35
Fis-30845,Actinopteri,Pleuronectiformes,Bothidae,Monolene,antillarum,Monolene antillarum,NA,NA
Fis-29682,Actinopteri,Pleuronectiformes,Bothidae,Arnoglossus,kessleri,Arnoglossus kessleri,-6,42
Fis-125192,Actinopteri,Perciformes,Bovichtidae,Cottoperca,gobio,Cottoperca gobio,-75,-52
Fis-6547,Elasmobranchii,Orectolobiformes,Brachaeluridae,Brachaelurus,colcloughi,Brachaelurus colcloughi,143,154
Fis-56243,Actinopteri,Lophiiformes,Brachionichthyidae,Brachionichthys,hirsutus,Brachionichthys hirsutus,146,156
Fis-22852,Actinopteri,Perciformes,Bramidae,Brama,brama,Brama brama,-180,180
Fis-51493,Actinopteri,Perciformes,Bramidae,Eumegistus,brevorti,Eumegistus brevorti,-95,-32
Fis-25026,Actinopteri,Perciformes,Bramidae,Taractichthys,steindachneri,Taractichthys steindachneri,40,-110
Fis-22217,Actinopteri,Perciformes,Bramidae,Brama,dussumieri,Brama dussumieri,NA,NA
Fis-25025,Actinopteri,Perciformes,Bramidae,Taractichthys,longipinnis,Taractichthys longipinnis,-98,21
Fis-30708,Actinopteri,Perciformes,Bramidae,Taractes,asper,Taractes asper,-180,180
Fis-30555,Actinopteri,Perciformes,Bramidae,Pterycombus,brama,Pterycombus brama,-98,36
Fis-29736,Actinopteri,Perciformes,Bramidae,Brama,japonica,Brama japonica,NA,NA
Fis-133353,Actinopteri,Gadiformes,Bregmacerotidae,Bregmaceros,bathymaster,Bregmaceros bathymaster,-126,-78
Fis-56567,Actinopteri,Gadiformes,Bregmacerotidae,Bregmaceros,japonicus,Bregmaceros japonicus,117,-153
Fis-32814,Actinopteri,Gadiformes,Bregmacerotidae,Bregmaceros,mcclellandi,Bregmaceros mcclellandi,NA,NA
Fis-125177,Actinopteri,Ophidiiformes,Bythitidae,Cataetyx,messieri,Cataetyx messieri,NA,NA
Fis-33837,Actinopteri,Ophidiiformes,Bythitidae,Cataetyx,laticeps,Cataetyx laticeps,-29,35
Fis-138183,Actinopteri,Ophidiiformes,Bythitidae,Cataetyx,rubrirostris,Cataetyx rubrirostris,NA,NA
Fis-26888,Actinopteri,Ophidiiformes,Bythitidae,Cataetyx,alleni,Cataetyx alleni,-10,11
Fis-24471,Actinopteri,Ophidiiformes,Bythitidae,Brosmophycis,marginata,Brosmophycis marginata,-137,-92
Fis-33946,Actinopteri,Ophidiiformes,Bythitidae,Lucifuga,spelaeotes,Lucifuga spelaeotes,NA,NA
Fis-62551,Actinopteri,Perciformes,Callanthiidae,Grammatonotus,laysanus,Grammatonotus laysanus,152,-97
Fis-23406,Actinopteri,Perciformes,Callanthiidae,Callanthias,ruber,Callanthias ruber,-32,36
Fis-22035,Actinopteri,Perciformes,Callionymidae,Foetorepus,phasis,Foetorepus phasis,113,178
Fis-148452,Actinopteri,Perciformes,Callionymidae,Foetorepus,agassizii,Foetorepus agassizii,NA,NA
Fis-29312,Actinopteri,Perciformes,Callionymidae,Callionymus,filamentosus,Callionymus filamentosus,32,154
Fis-27858,Actinopteri,Perciformes,Callionymidae,Synchiropus,altivelis,Synchiropus altivelis,55,168
Fis-112918,Actinopteri,Perciformes,Callionymidae,Callionymus,hindsii,Callionymus hindsii,47,156
Fis-23850,Actinopteri,Perciformes,Callionymidae,Synchiropus,phaeton,Synchiropus phaeton,-32,36
Fis-29752,Actinopteri,Perciformes,Callionymidae,Callionymus,maculatus,Callionymus maculatus,-25,36
Fis-60844,Actinopteri,Perciformes,Callionymidae,Callionymus,sagitta,Callionymus sagitta,84,154
Fis-29313,Actinopteri,Perciformes,Callionymidae,Callionymus,lyra,Callionymus lyra,-32,32
Fis-165322,Actinopteri,Perciformes,Callionymidae,Synchiropus,goodenbeani,Synchiropus goodenbeani,NA,NA
Fis-29753,Actinopteri,Perciformes,Callionymidae,Callionymus,risso,Callionymus risso,-10,36
Fis-59175,Actinopteri,Perciformes,Callionymidae,Callionymus,fasciatus,Callionymus fasciatus,8,34
Fis-59732,Actinopteri,Perciformes,Callionymidae,Callionymus,pusillus,Callionymus pusillus,-10,42
Fis-29314,Actinopteri,Perciformes,Callionymidae,Callionymus,reticulatus,Callionymus reticulatus,-11,8
Fis-31073,Holocephali,Chimaeriformes,Callorhinchidae,Callorhinchus,milii,Callorhinchus milii,NA,NA
Fis-22772,Holocephali,Chimaeriformes,Callorhinchidae,Callorhinchus,capensis,Callorhinchus capensis,NA,NA
Fis-35779,Actinopteri,Perciformes,Caproidae,Antigonia,rhomboidea,Antigonia rhomboidea,NA,NA
Fis-29649,Actinopteri,Perciformes,Caproidae,Antigonia,combatia,Antigonia combatia,NA,NA
Fis-29648,Actinopteri,Perciformes,Caproidae,Antigonia,capros,Antigonia capros,-77,-153
Fis-22743,Actinopteri,Perciformes,Caproidae,Capros,aper,Capros aper,-18,36
Fis-29523,Actinopteri,Perciformes,Carangidae,Seriola,lalandi,Seriola lalandi,-180,180
Fis-22968,Actinopteri,Perciformes,Carangidae,Trachurus,declivis,Trachurus declivis,112,177
Fis-22957,Actinopteri,Perciformes,Carangidae,Selene,setapinnis,Selene setapinnis,-98,-16
Fis-23872,Actinopteri,Perciformes,Carangidae,Trachurus,picturatus,Trachurus picturatus,-32,17
Fis-22872,Actinopteri,Perciformes,Carangidae,Decapterus,russelli,Decapterus russelli,18,172
Fis-23672,Actinopteri,Perciformes,Carangidae,Oligoplites,saliens,Oligoplites saliens,-89,-34
Fis-22185,Actinopteri,Perciformes,Carangidae,Caranx,lugubris,Caranx lugubris,-180,180
Fis-23807,Actinopteri,Perciformes,Carangidae,Seriola,fasciata,Seriola fasciata,-98,-15
Fis-23200,Actinopteri,Perciformes,Carangidae,Oligoplites,palometa,Oligoplites palometa,-89,-34
Fis-29810,Actinopteri,Perciformes,Carangidae,Chloroscombrus,orqueta,Chloroscombrus orqueta,-122,-70
Fis-23808,Actinopteri,Perciformes,Carangidae,Seriola,zonata,Seriola zonata,-98,-34
Fis-29764,Actinopteri,Perciformes,Carangidae,Caranx,rhonchus,Caranx rhonchus,-19,36
Fis-29765,Actinopteri,Perciformes,Carangidae,Caranx,senegallus,Caranx senegallus,NA,NA
Fis-30088,Actinopteri,Perciformes,Carangidae,Hemicaranx,zelotes,Hemicaranx zelotes,NA,NA
Fis-29574,Actinopteri,Perciformes,Carangidae,Trachurus,trecae,Trachurus trecae,-26,14
Fis-23802,Actinopteri,Perciformes,Carangidae,Selene,brevoortii,Selene brevoortii,-112,-70
Fis-22966,Actinopteri,Perciformes,Carangidae,Trachinotus,carolinus,Trachinotus carolinus,NA,NA
Fis-30654,Actinopteri,Perciformes,Carangidae,Seriola,peruana,Seriola peruana,NA,NA
Fis-23536,Actinopteri,Perciformes,Carangidae,Hemicaranx,leucurus,Hemicaranx leucurus,NA,NA
Fis-23426,Actinopteri,Perciformes,Carangidae,Carangoides,otrynter,Carangoides otrynter,NA,NA
Fis-30648,Actinopteri,Perciformes,Carangidae,Selene,orstedii,Selene orstedii,NA,NA
Fis-23407,Actinopteri,Perciformes,Carangidae,Campogramma,glaycos,Campogramma glaycos,-19,17
Fis-23671,Actinopteri,Perciformes,Carangidae,Oligoplites,altus,Oligoplites altus,NA,NA
Fis-23148,Actinopteri,Perciformes,Carangidae,Hemicaranx,amblyrhynchus,Hemicaranx amblyrhynchus,-98,-34
Fis-31366,Actinopteri,Perciformes,Carangidae,Trachurus,capensis,Trachurus capensis,4,24
Fis-30652,Actinopteri,Perciformes,Carangidae,Seriola,hippos,Seriola hippos,NA,NA
Fis-23174,Actinopteri,Perciformes,Carangidae,Lichia,amia,Lichia amia,NA,NA
Fis-30727,Actinopteri,Perciformes,Carangidae,Trachinotus,goreensis,Trachinotus goreensis,NA,NA
Fis-30433,Actinopteri,Perciformes,Carangidae,Oligoplites,refulgens,Oligoplites refulgens,NA,NA
Fis-29758,Actinopteri,Perciformes,Carangidae,Caranx,caballus,Caranx caballus,-121,-70
Fis-13508,Actinopteri,Perciformes,Carangidae,Alectis,alexandrina,Alectis alexandrina,-19,36
Fis-22861,Actinopteri,Perciformes,Carangidae,Chloroscombrus,chrysurus,Chloroscombrus chrysurus,NA,NA
Fis-23865,Actinopteri,Perciformes,Carangidae,Trachinotus,ovatus,Trachinotus ovatus,-19,36
Fis-29600,Actinopteri,Perciformes,Carangidae,Alepes,melanoptera,Alepes melanoptera,48,125
Fis-30733,Actinopteri,Perciformes,Carangidae,Trachinotus,teraia,Trachinotus teraia,NA,NA
Fis-22969,Actinopteri,Perciformes,Carangidae,Trachurus,japonicus,Trachurus japonicus,129,148
Fis-29573,Actinopteri,Perciformes,Carangidae,Trachurus,murphyi,Trachurus murphyi,106,-69
Fis-23871,Actinopteri,Perciformes,Carangidae,Trachurus,novaezelandiae,Trachurus novaezelandiae,112,-176
Fis-23106,Actinopteri,Perciformes,Carangidae,Decapterus,macarellus,Decapterus macarellus,-180,180
Fis-22970,Actinopteri,Perciformes,Carangidae,Trachurus,symmetricus,Trachurus symmetricus,NA,NA
Fis-23870,Actinopteri,Perciformes,Carangidae,Trachurus,mediterraneus,Trachurus mediterraneus,-13,43
